ticker,date,open,high,low,close
CRC,2020-10-28,19.95,19.95,13.31,15.0
CRC,2020-10-29,15.0178,15.0178,12.8948,13.3644
CRC,2020-10-30,13.2085,13.6782,12.6503,13.1099
CRC,2020-11-02,12.9343,13.5993,12.3365,12.4451
CRC,2020-11-03,12.5328,13.0803,12.23,12.4549
CRC,2020-11-04,12.5714,12.8149,12.1806,12.3662
CRC,2020-11-05,12.4549,12.7153,11.633,11.7209
CRC,2020-11-06,11.7989,12.1313,10.7521,11.1537
CRC,2020-11-09,11.789,12.7578,11.789,12.2596
CRC,2020-11-10,12.1905,13.0409,12.082,12.6503
CRC,2020-11-11,12.7676,13.8932,12.7676,13.3053
CRC,2020-11-12,13.3053,13.9031,13.2085,13.3744
CRC,2020-11-13,13.4138,13.8094,13.3349,13.6387
CRC,2020-11-16,13.8735,15.5072,13.5105,14.7239
CRC,2020-11-17,14.7633,15.438,14.3135,14.636
CRC,2020-11-18,14.3727,15.4677,14.3529,15.077
CRC,2020-11-19,14.8226,16.1622,14.783,15.3504
CRC,2020-11-20,15.3799,15.7833,14.8029,15.008
CRC,2020-11-23,14.9981,15.8199,14.8708,15.7025
CRC,2020-11-24,15.7518,18.0514,15.3218,17.933
CRC,2020-11-25,17.9233,19.4602,17.8551,19.4602
CRC,2020-11-27,19.4701,21.3967,19.3221,21.3967
CRC,2020-11-30,21.5338,22.9367,20.3816,21.3474
CRC,2020-12-01,21.7786,23.1675,21.6513,23.0797
CRC,2020-12-02,23.0896,23.6519,22.5115,23.0797
CRC,2020-12-03,22.9909,25.2127,21.5338,24.6454
CRC,2020-12-04,24.6454,27.2951,24.4984,26.1705
CRC,2020-12-07,26.1222,26.1222,22.3951,23.3638
CRC,2020-12-08,23.4606,23.9302,21.4362,21.4855
CRC,2020-12-09,21.3376,21.8072,19.8904,20.7318
CRC,2020-12-10,20.5552,21.9748,20.5552,21.4263
CRC,2020-12-11,21.1126,21.5141,19.3319,19.5667
CRC,2020-12-14,19.9387,19.9879,17.9034,18.1382
CRC,2020-12-15,18.1382,19.6654,18.1382,19.6556
CRC,2020-12-16,19.4888,21.1323,19.2737,20.4476
CRC,2020-12-17,20.5947,20.9173,20.3697,20.5454
CRC,2020-12-18,20.5947,20.8394,20.1548,20.5266
CRC,2020-12-21,19.9879,20.5454,19.5667,20.1834
CRC,2020-12-22,19.616,20.0176,18.3059,19.1465
CRC,2020-12-23,19.3221,20.9173,19.1859,20.8591
CRC,2020-12-24,20.6529,21.0347,20.2524,20.8591
CRC,2020-12-28,21.1323,21.9255,20.4971,21.5338
CRC,2020-12-29,21.524,21.74,20.272,20.35
CRC,2020-12-30,20.282,22.6941,20.2524,22.2284
CRC,2020-12-31,22.3557,23.206,22.0124,23.0797
CRC,2021-01-04,23.206,25.1435,22.7167,23.0205
CRC,2021-01-05,23.2258,24.087,22.9909,23.4803
CRC,2021-01-06,23.3638,26.357,23.0205,24.4392
CRC,2021-01-07,24.4195,24.748,23.9795,24.3129
CRC,2021-01-08,24.6454,24.8506,23.7052,23.9696
CRC,2021-01-11,23.8137,24.6788,23.4803,24.3711
CRC,2021-01-12,24.528,25.1348,24.1709,24.9186
CRC,2021-01-13,25.1634,25.33,24.2143,24.7529
CRC,2021-01-14,24.7628,25.5846,24.6454,24.9975
CRC,2021-01-15,24.4984,25.0755,24.3809,24.4195
CRC,2021-01-19,24.5862,24.9186,24.0387,24.1461
CRC,2021-01-20,24.0584,24.6454,23.9795,24.2833
CRC,2021-01-21,24.3809,24.4589,24.0387,24.1847
CRC,2021-01-22,23.9795,24.7332,23.9795,24.1847
CRC,2021-01-25,24.0682,24.3514,23.4803,23.9696
CRC,2021-01-26,24.0486,24.224,23.2752,23.422
CRC,2021-01-27,23.1093,23.7151,21.965,22.3853
CRC,2021-01-28,22.766,23.2456,21.8565,22.6694
CRC,2021-01-29,22.7858,23.7989,22.4247,22.5904
CRC,2021-02-01,22.8154,23.4704,21.7686,22.0913
CRC,2021-02-02,22.5707,22.8351,21.8465,21.8861
CRC,2021-02-03,21.965,23.1163,21.9551,22.7463
CRC,2021-02-04,22.9615,23.4122,22.9615,23.2356
CRC,2021-02-05,23.432,23.5,23.0995,23.4803
CRC,2021-02-08,23.5395,24.2536,23.3934,24.2536
CRC,2021-02-09,24.2143,24.8407,23.9795,24.8407
CRC,2021-02-10,24.8506,25.4079,24.6641,25.1051
CRC,2021-02-11,24.9778,25.4858,24.4984,24.6552
CRC,2021-02-12,24.6552,25.2176,24.4688,24.899
CRC,2021-02-16,25.6723,27.2281,25.261,25.8687
CRC,2021-02-17,25.8775,27.4925,25.8194,26.0343
CRC,2021-02-18,26.1035,26.4448,25.2027,25.6526
CRC,2021-02-19,25.5352,25.8588,25.1348,25.4375
CRC,2021-02-22,25.3793,26.4232,24.9482,25.545
CRC,2021-02-23,26.0048,26.0048,24.9877,25.4277
CRC,2021-02-24,25.5057,26.8551,23.4506,25.7995
CRC,2021-02-25,26.3185,26.5632,25.4475,25.555
CRC,2021-02-26,25.4572,25.9269,24.4885,25.7108
CRC,2021-03-01,26.1607,26.9045,25.5846,25.6723
CRC,2021-03-02,25.6723,26.0886,25.545,25.7898
CRC,2021-03-03,26.0739,26.2791,25.5757,25.5943
CRC,2021-03-04,25.849,26.1903,25.2413,25.701
CRC,2021-03-05,25.9851,26.9045,25.2127,25.9269
CRC,2021-03-08,25.9456,25.9456,24.9581,24.9581
CRC,2021-03-09,24.9877,25.56,24.4589,24.4688
CRC,2021-03-10,24.5378,25.0163,23.9696,24.4293
CRC,2021-03-11,24.6838,25.9456,24.5862,25.7206
CRC,2021-03-12,24.9482,25.4858,24.7036,25.1051
CRC,2021-03-15,25.3596,25.3596,23.5296,23.9499
CRC,2021-03-16,23.6568,24.0968,23.4803,23.5296
CRC,2021-03-17,23.5493,23.872,22.8943,23.4024
CRC,2021-03-18,23.2356,23.3048,22.4346,22.5313
CRC,2021-03-19,22.5313,23.7644,22.5115,23.6085
CRC,2021-03-22,23.6085,24.4984,23.0404,23.7743
CRC,2021-03-23,23.4901,23.5296,22.4346,22.4642
CRC,2021-03-24,22.7078,23.2258,22.5017,22.9811
CRC,2021-03-25,22.8647,23.2849,21.6711,23.2849
CRC,2021-03-26,23.5986,24.1728,23.3342,23.8236
CRC,2021-03-29,23.6185,23.9499,22.9909,23.5889
CRC,2021-03-30,23.6855,24.0968,23.2356,23.725
CRC,2021-03-31,23.725,23.9399,23.1774,23.5395
CRC,2021-04-01,23.7644,23.9795,23.1873,23.3737
CRC,2021-04-05,23.5593,23.9598,22.7078,23.4803
CRC,2021-04-06,23.6372,23.872,23.2356,23.5986
CRC,2021-04-07,23.6568,23.9795,23.569,23.6185
CRC,2021-04-08,23.4901,23.8334,23.0995,23.6568
CRC,2021-04-09,23.647,23.9499,23.4803,23.725
CRC,2021-04-12,23.872,23.9399,23.4803,23.6954
CRC,2021-04-13,23.7447,24.743,23.2356,24.4491
CRC,2021-04-14,24.4589,24.7036,24.1561,24.1659
CRC,2021-04-15,24.3129,24.3129,23.794,24.1166
CRC,2021-04-16,24.1265,24.1265,23.4704,23.6372
CRC,2021-04-19,23.6668,23.9213,22.9712,23.432
CRC,2021-04-20,23.1093,23.5,22.3557,22.4721
CRC,2021-04-21,22.3261,23.2652,22.2383,22.9525
CRC,2021-04-22,22.9909,23.4606,22.8154,23.3837
CRC,2021-04-23,23.3638,23.725,21.3188,21.965
CRC,2021-04-26,21.965,22.7956,21.5042,21.8269
CRC,2021-04-27,21.8762,22.2569,21.6365,21.8269
CRC,2021-04-28,21.8269,23.1093,21.8269,23.0797
CRC,2021-04-29,23.2752,23.5197,22.7364,23.2849
CRC,2021-04-30,23.0896,23.5395,23.0404,23.1873
CRC,2021-05-03,23.5493,23.9598,23.1389,23.5
CRC,2021-05-04,23.4901,23.9213,22.8647,23.5
CRC,2021-05-05,23.5789,23.647,23.2849,23.4803
CRC,2021-05-06,23.5395,23.5395,22.8647,23.4803
CRC,2021-05-07,23.2356,24.4195,23.2356,24.3909
CRC,2021-05-10,24.674,25.6526,23.3837,23.5493
CRC,2021-05-11,23.0896,24.1363,22.9289,24.0189
CRC,2021-05-12,24.0682,24.527,23.3934,23.9399
